Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
476,2023-08-29,CUST00476,1,27,clothing,4,500,2000
477,2023-04-24,CUST00477,0,43,clothing,4,30,120
478,2023-04-13,CUST00478,1,58,clothing,2,30,60
479,2023-08-24,CUST00479,0,52,electronics,4,300,1200
480,2023-06-29,CUST00480,1,42,beauty,4,500,2000
481,2023-06-06,CUST00481,1,43,electronics,4,300,1200
482,2023-04-27,CUST00482,1,28,clothing,4,300,1200
483,2023-04-25,CUST00483,0,55,clothing,1,30,30
484,2023-01-13,CUST00484,1,19,clothing,4,300,1200
485,2023-12-04,CUST00485,0,24,electronics,1,30,30
486,2023-04-09,CUST00486,1,35,electronics,1,25,25
487,2023-07-24,CUST00487,0,44,clothing,4,500,2000
488,2023-06-18,CUST00488,1,51,electronics,3,300,900
489,2023-05-23,CUST00489,0,44,electronics,1,30,30
490,2023-02-05,CUST00490,0,34,clothing,3,50,150
491,2023-05-23,CUST00491,1,60,electronics,3,300,900
492,2023-06-29,CUST00492,0,61,beauty,4,25,100
493,2023-11-25,CUST00493,0,41,beauty,2,25,50
494,2023-09-18,CUST00494,1,42,beauty,4,50,200
495,2023-07-24,CUST00495,0,24,beauty,2,30,60
496,2023-12-14,CUST00496,0,23,clothing,2,300,600
497,2023-10-02,CUST00497,0,41,clothing,4,30,120
498,2023-06-19,CUST00498,1,50,clothing,4,25,100
499,2023-01-15,CUST00499,0,46,beauty,2,30,60
500,2023-03-01,CUST00500,1,60,beauty,4,25,100
501,2023-05-14,CUST00501,0,39,electronics,2,30,60
502,2023-04-02,CUST00502,0,43,electronics,3,50,150
503,2023-10-25,CUST00503,0,45,beauty,4,500,2000
504,2023-05-16,CUST00504,1,38,beauty,3,50,150
505,2023-01-20,CUST00505,0,24,beauty,1,50,50
506,2023-02-25,CUST00506,0,34,beauty,3,500,1500
507,2023-11-02,CUST00507,1,37,electronics,3,500,1500
508,2023-08-11,CUST00508,0,58,beauty,2,300,600
509,2023-06-26,CUST00509,1,37,electronics,3,300,900
510,2023-06-10,CUST00510,1,39,beauty,4,50,200
511,2023-08-12,CUST00511,0,45,beauty,2,50,100
512,2023-11-07,CUST00512,1,57,beauty,1,25,25
513,2023-09-19,CUST00513,0,24,electronics,4,25,100
514,2023-03-01,CUST00514,1,18,electronics,1,300,300
515,2023-07-17,CUST00515,1,49,clothing,3,300,900
516,2023-10-23,CUST00516,0,30,beauty,4,25,100
517,2023-04-08,CUST00517,1,47,clothing,4,25,100
518,2023-05-11,CUST00518,1,40,clothing,1,30,30
519,2023-01-23,CUST00519,1,36,electronics,4,30,120
520,2023-12-29,CUST00520,1,49,electronics,4,25,100
521,2023-08-12,CUST00521,1,47,clothing,4,30,120
522,2023-01-01,CUST00522,0,46,beauty,3,500,1500
523,2023-09-24,CUST00523,1,62,electronics,1,300,300
524,2023-10-03,CUST00524,0,46,beauty,4,300,1200
525,2023-12-18,CUST00525,1,47,beauty,2,25,50
526,2023-12-10,CUST00526,0,33,clothing,2,50,100
527,2023-04-11,CUST00527,0,57,clothing,2,25,50
528,2023-07-06,CUST00528,1,36,clothing,2,30,60
529,2023-08-09,CUST00529,1,35,clothing,3,50,150
530,2023-02-05,CUST00530,1,18,electronics,4,30,120
531,2023-12-07,CUST00531,0,31,electronics,1,500,500
532,2023-06-19,CUST00532,1,64,clothing,4,30,120
533,2023-11-16,CUST00533,0,19,electronics,3,500,1500
534,2023-06-10,CUST00534,0,45,clothing,2,500,1000
535,2023-12-06,CUST00535,0,47,beauty,3,30,90
536,2023-03-05,CUST00536,1,55,beauty,4,30,120
537,2023-06-03,CUST00537,1,21,beauty,1,500,500
538,2023-09-17,CUST00538,0,18,clothing,3,50,150
539,2023-06-08,CUST00539,0,25,beauty,1,500,500
540,2023-12-08,CUST00540,1,46,electronics,3,300,900
541,2023-07-29,CUST00541,0,56,beauty,1,500,500
542,2023-06-17,CUST00542,1,20,beauty,1,50,50
543,2023-07-26,CUST00543,0,49,beauty,2,300,600
544,2023-12-23,CUST00544,1,27,electronics,1,25,25
545,2023-06-01,CUST00545,0,27,clothing,2,25,50
546,2023-10-11,CUST00546,1,36,electronics,4,50,200
547,2023-03-07,CUST00547,0,63,clothing,4,500,2000
548,2023-04-09,CUST00548,1,51,clothing,2,30,60
549,2023-08-04,CUST00549,1,50,beauty,2,50,100
550,2023-12-07,CUST00550,0,40,clothing,3,300,900
551,2023-07-14,CUST00551,0,45,electronics,3,300,900
552,2023-12-13,CUST00552,1,49,electronics,3,25,75
553,2023-03-31,CUST00553,0,24,clothing,4,300,1200
554,2023-11-12,CUST00554,1,46,beauty,3,50,150
555,2023-10-19,CUST00555,0,25,beauty,1,300,300
556,2023-06-04,CUST00556,1,18,electronics,1,50,50
557,2023-07-27,CUST00557,1,20,beauty,3,30,90
558,2023-10-08,CUST00558,1,41,clothing,1,25,25
559,2023-01-01,CUST00559,1,40,clothing,4,300,1200
560,2023-06-05,CUST00560,1,25,electronics,1,50,50
561,2023-05-27,CUST00561,1,64,clothing,4,500,2000
562,2023-04-18,CUST00562,0,54,electronics,2,25,50
563,2023-08-09,CUST00563,0,20,clothing,2,30,60
564,2023-10-24,CUST00564,0,50,electronics,2,50,100
565,2023-11-07,CUST00565,1,45,beauty,2,30,60
566,2023-12-02,CUST00566,1,64,clothing,1,30,30
567,2023-06-14,CUST00567,1,25,clothing,3,300,900
568,2023-08-27,CUST00568,1,51,electronics,1,300,300
569,2023-08-15,CUST00569,0,52,electronics,4,50,200
570,2023-08-15,CUST00570,0,49,clothing,1,500,500
571,2023-12-12,CUST00571,1,41,electronics,1,50,50
572,2023-04-20,CUST00572,0,31,clothing,4,500,2000
573,2023-09-19,CUST00573,0,49,beauty,2,30,60
574,2023-08-31,CUST00574,1,63,electronics,2,25,50
575,2023-03-28,CUST00575,0,60,clothing,2,50,100
576,2023-12-04,CUST00576,1,33,beauty,3,50,150
577,2023-02-13,CUST00577,0,21,beauty,4,500,2000
578,2023-05-26,CUST00578,1,54,clothing,4,30,120
579,2023-09-21,CUST00579,1,38,electronics,1,30,30
580,2023-12-06,CUST00580,1,31,clothing,3,500,1500
581,2023-11-21,CUST00581,1,48,beauty,2,30,60
582,2023-11-14,CUST00582,0,35,clothing,3,300,900
583,2023-06-21,CUST00583,1,24,electronics,4,25,100
584,2023-02-17,CUST00584,1,27,beauty,4,50,200
585,2023-05-01,CUST00585,1,24,clothing,1,25,25
586,2023-12-11,CUST00586,0,50,electronics,1,50,50
587,2023-06-08,CUST00587,1,40,beauty,4,300,1200
588,2023-04-26,CUST00588,0,38,electronics,2,30,60
589,2023-04-12,CUST00589,1,36,beauty,2,500,1000
590,2023-03-17,CUST00590,0,36,clothing,3,300,900
591,2023-01-13,CUST00591,0,53,electronics,4,25,100
592,2023-01-24,CUST00592,1,46,beauty,4,500,2000
593,2023-05-06,CUST00593,0,35,electronics,2,30,60
594,2023-09-01,CUST00594,1,19,electronics,2,300,600
595,2023-11-09,CUST00595,1,18,clothing,4,500,2000
596,2023-02-07,CUST00596,1,64,electronics,1,300,300
597,2023-08-22,CUST00597,0,22,beauty,4,300,1200
598,2023-08-01,CUST00598,0,37,beauty,4,30,120
599,2023-11-19,CUST00599,1,28,beauty,2,50,100
600,2023-10-22,CUST00600,1,59,beauty,2,500,1000
601,2023-04-10,CUST00601,0,19,clothing,1,30,30
602,2023-12-23,CUST00602,1,20,electronics,1,300,300
603,2023-07-16,CUST00603,1,40,clothing,3,30,90
604,2023-09-11,CUST00604,1,29,electronics,4,50,200
605,2023-07-24,CUST00605,0,37,electronics,2,500,1000
606,2023-05-05,CUST00606,0,22,electronics,1,50,50
607,2023-03-17,CUST00607,0,54,clothing,3,25,75
608,2023-12-02,CUST00608,1,55,electronics,3,500,1500
609,2023-12-19,CUST00609,1,47,clothing,2,50,100
610,2023-01-03,CUST00610,1,26,beauty,2,300,600
611,2023-02-24,CUST00611,0,51,beauty,3,500,1500
612,2023-08-06,CUST00612,1,61,electronics,1,500,500
613,2023-04-23,CUST00613,1,52,clothing,3,30,90
614,2023-04-01,CUST00614,1,39,beauty,4,300,1200
615,2023-12-23,CUST00615,1,61,clothing,4,25,100
616,2023-09-23,CUST00616,0,41,clothing,2,50,100
617,2023-08-26,CUST00617,0,34,electronics,1,30,30
618,2023-01-26,CUST00618,1,27,beauty,1,50,50
619,2023-10-13,CUST00619,0,47,electronics,4,25,100
620,2023-05-08,CUST00620,0,63,electronics,3,25,75
621,2023-03-04,CUST00621,1,40,beauty,2,500,1000
622,2023-08-22,CUST00622,1,49,beauty,3,25,75
623,2023-03-10,CUST00623,0,34,clothing,3,50,150
624,2023-08-26,CUST00624,1,34,beauty,3,300,900
625,2023-12-08,CUST00625,0,31,clothing,1,300,300
626,2023-09-29,CUST00626,1,26,clothing,4,500,2000
627,2023-10-14,CUST00627,0,57,clothing,1,50,50
628,2023-11-01,CUST00628,1,19,beauty,4,50,200
629,2023-06-12,CUST00629,0,62,electronics,2,25,50
630,2023-08-15,CUST00630,0,42,clothing,2,50,100
631,2023-11-10,CUST00631,0,56,electronics,3,30,90
632,2023-09-16,CUST00632,1,26,electronics,4,25,100
633,2023-08-07,CUST00633,0,39,beauty,4,30,120
634,2023-10-08,CUST00634,0,60,electronics,4,500,2000
635,2023-08-17,CUST00635,1,63,electronics,3,300,900
636,2023-03-23,CUST00636,1,21,beauty,3,500,1500
637,2023-09-01,CUST00637,0,43,clothing,2,300,600
638,2023-08-19,CUST00638,0,46,electronics,1,500,500
639,2023-05-13,CUST00639,1,62,beauty,4,50,200
640,2023-05-07,CUST00640,1,51,electronics,4,30,120
641,2023-11-23,CUST00641,1,40,electronics,1,300,300
642,2023-05-22,CUST00642,1,54,clothing,4,25,100
643,2023-09-24,CUST00643,1,28,electronics,3,30,90
644,2023-09-06,CUST00644,0,23,beauty,3,25,75
645,2023-11-17,CUST00645,1,35,electronics,4,30,120
646,2023-05-03,CUST00646,0,38,clothing,3,30,90
647,2023-05-21,CUST00647,0,59,clothing,3,500,1500
648,2023-08-14,CUST00648,0,53,beauty,4,300,1200
649,2023-02-09,CUST00649,1,58,clothing,2,300,600
650,2024-01-01,CUST00650,0,55,electronics,1,30,30
651,2023-05-27,CUST00651,0,51,clothing,3,50,150
652,2023-05-01,CUST00652,1,34,beauty,2,50,100
653,2023-05-20,CUST00653,0,54,clothing,3,25,75
654,2023-06-21,CUST00654,0,42,clothing,3,25,75
655,2023-06-13,CUST00655,1,55,clothing,1,500,500
656,2023-10-04,CUST00656,0,29,beauty,3,30,90
657,2023-02-11,CUST00657,0,40,clothing,1,25,25
658,2023-03-12,CUST00658,0,59,clothing,1,25,25
659,2023-03-19,CUST00659,1,39,electronics,1,30,30
660,2023-04-29,CUST00660,1,38,beauty,2,500,1000
661,2023-07-16,CUST00661,1,44,clothing,4,25,100
662,2023-12-22,CUST00662,0,48,beauty,2,500,1000
663,2023-03-20,CUST00663,0,23,clothing,4,300,1200
664,2023-12-28,CUST00664,1,44,clothing,4,500,2000
665,2023-04-20,CUST00665,0,57,clothing,1,50,50
666,2023-02-02,CUST00666,0,51,electronics,3,50,150
667,2023-08-01,CUST00667,1,29,electronics,1,500,500
668,2023-07-28,CUST00668,1,62,electronics,3,50,150
669,2023-06-19,CUST00669,0,24,beauty,4,300,1200
670,2023-10-05,CUST00670,0,27,beauty,1,30,30
671,2023-08-27,CUST00671,0,62,electronics,3,50,150
672,2023-08-01,CUST00672,1,34,beauty,2,50,100
673,2023-02-01,CUST00673,1,43,clothing,3,500,1500
674,2023-04-16,CUST00674,1,38,clothing,1,300,300
675,2023-08-04,CUST00675,1,45,clothing,2,30,60
676,2023-07-19,CUST00676,0,63,electronics,3,500,1500
677,2023-10-27,CUST00677,1,19,beauty,3,500,1500
678,2023-12-23,CUST00678,1,60,electronics,3,300,900
679,2023-01-11,CUST00679,1,18,beauty,3,30,90
680,2023-10-22,CUST00680,1,53,clothing,3,300,900
681,2023-07-14,CUST00681,1,43,electronics,2,30,60
682,2023-09-02,CUST00682,0,46,beauty,4,300,1200
683,2023-01-04,CUST00683,0,38,beauty,2,500,1000
684,2023-06-30,CUST00684,1,28,clothing,2,500,1000
685,2023-06-02,CUST00685,0,57,electronics,2,25,50
686,2023-07-19,CUST00686,1,28,electronics,4,50,200
687,2023-08-03,CUST00687,1,53,electronics,1,300,300
688,2023-10-03,CUST00688,0,56,clothing,4,25,100
689,2023-10-07,CUST00689,0,57,electronics,2,50,100
690,2023-11-05,CUST00690,1,52,clothing,3,300,900
691,2023-04-23,CUST00691,1,51,clothing,3,30,90
692,2023-09-07,CUST00692,1,64,clothing,2,50,100
693,2023-04-23,CUST00693,0,41,beauty,3,500,1500
694,2023-05-20,CUST00694,1,39,electronics,2,25,50
695,2023-08-12,CUST00695,1,22,electronics,3,50,150
696,2023-09-06,CUST00696,1,50,clothing,4,50,200
697,2023-01-15,CUST00697,0,53,clothing,1,500,500
698,2023-07-19,CUST00698,1,64,electronics,1,300,300
699,2023-06-22,CUST00699,1,37,clothing,4,30,120
700,2023-12-09,CUST00700,0,36,electronics,4,500,2000
701,2023-12-14,CUST00701,1,52,beauty,2,30,60
702,2023-07-27,CUST00702,1,60,clothing,2,300,600
703,2023-03-26,CUST00703,0,34,electronics,2,50,100
704,2023-08-28,CUST00704,1,62,clothing,3,30,90
705,2023-03-07,CUST00705,0,60,electronics,2,25,50
706,2023-11-15,CUST00706,0,51,electronics,4,25,100
707,2023-10-01,CUST00707,1,26,clothing,1,500,500
708,2023-01-14,CUST00708,1,43,beauty,3,300,900
709,2023-07-21,CUST00709,1,19,electronics,2,500,1000
710,2023-10-31,CUST00710,1,26,electronics,3,500,1500
711,2023-10-16,CUST00711,0,26,electronics,3,500,1500
712,2023-12-06,CUST00712,1,57,beauty,2,25,50
713,2023-01-14,CUST00713,0,34,beauty,3,25,75
714,2023-02-12,CUST00714,1,18,clothing,1,500,500
715,2023-11-26,CUST00715,1,42,beauty,4,25,100
716,2023-08-08,CUST00716,1,60,clothing,4,300,1200
717,2023-03-11,CUST00717,0,57,clothing,1,500,500
718,2023-08-25,CUST00718,1,59,beauty,3,25,75
719,2023-04-04,CUST00719,1,42,clothing,2,30,60
720,2023-01-26,CUST00720,1,56,beauty,3,500,1500
721,2023-05-14,CUST00721,1,52,clothing,1,500,500
722,2023-07-14,CUST00722,0,20,beauty,3,300,900
723,2023-06-17,CUST00723,1,54,beauty,4,50,200
724,2023-04-19,CUST00724,0,61,clothing,3,50,150
725,2023-08-21,CUST00725,0,61,electronics,1,300,300
726,2023-06-17,CUST00726,0,47,clothing,4,300,1200
727,2023-06-22,CUST00727,0,55,beauty,3,300,900
728,2023-07-14,CUST00728,0,51,electronics,3,50,150
729,2023-05-23,CUST00729,0,29,clothing,4,300,1200
730,2023-08-04,CUST00730,1,36,clothing,2,25,50
731,2023-05-10,CUST00731,0,54,clothing,4,500,2000
732,2023-02-11,CUST00732,0,61,electronics,2,500,1000
733,2023-08-29,CUST00733,0,34,beauty,1,30,30
734,2023-01-10,CUST00734,1,27,clothing,1,30,30
735,2023-10-04,CUST00735,1,64,clothing,4,500,2000
736,2023-01-27,CUST00736,0,29,clothing,4,25,100
737,2023-06-29,CUST00737,1,33,clothing,1,50,50
738,2023-04-25,CUST00738,0,41,clothing,2,50,100
739,2023-11-29,CUST00739,0,36,beauty,1,25,25
740,2023-02-05,CUST00740,1,25,beauty,4,50,200
741,2023-11-30,CUST00741,0,48,clothing,1,300,300
742,2023-01-21,CUST00742,1,38,electronics,4,500,2000
743,2023-01-16,CUST00743,1,34,beauty,4,500,2000
744,2023-05-07,CUST00744,0,40,electronics,1,25,25
745,2023-04-13,CUST00745,0,54,beauty,2,50,100
746,2023-01-11,CUST00746,1,33,clothing,3,30,90
747,2023-11-15,CUST00747,0,23,beauty,1,30,30
748,2023-03-20,CUST00748,0,25,clothing,3,50,150
749,2023-05-03,CUST00749,0,42,beauty,1,30,30
750,2023-03-06,CUST00750,1,35,clothing,3,25,75
751,2023-08-31,CUST00751,1,42,clothing,2,25,50
752,2023-12-09,CUST00752,0,29,clothing,2,50,100
753,2023-02-28,CUST00753,1,32,clothing,1,30,30
754,2023-10-16,CUST00754,1,43,electronics,4,25,100
755,2023-04-22,CUST00755,1,58,clothing,3,25,75
756,2023-08-27,CUST00756,1,62,electronics,4,300,1200
757,2023-12-25,CUST00757,1,43,electronics,4,300,1200
758,2023-05-12,CUST00758,0,64,clothing,4,25,100
759,2023-07-08,CUST00759,0,49,electronics,2,50,100
760,2023-03-27,CUST00760,0,27,beauty,1,500,500
761,2023-11-07,CUST00761,1,33,clothing,1,500,500
762,2023-11-07,CUST00762,1,24,electronics,2,25,50
763,2023-02-28,CUST00763,0,34,clothing,2,25,50
764,2023-03-25,CUST00764,1,40,clothing,1,25,25
765,2023-06-09,CUST00765,0,43,clothing,4,50,200
766,2023-02-25,CUST00766,0,38,electronics,3,300,900
767,2023-10-24,CUST00767,0,39,beauty,3,25,75
768,2023-01-14,CUST00768,1,24,beauty,3,25,75
769,2023-06-09,CUST00769,1,31,electronics,4,30,120
770,2023-10-22,CUST00770,0,32,clothing,1,50,50
771,2023-12-13,CUST00771,0,24,electronics,2,25,50
772,2023-07-12,CUST00772,0,26,electronics,1,30,30
773,2023-07-23,CUST00773,0,25,electronics,4,500,2000
774,2023-04-12,CUST00774,1,40,clothing,2,25,50
775,2023-02-08,CUST00775,1,46,electronics,4,25,100
776,2023-10-31,CUST00776,0,35,clothing,3,30,90
777,2023-12-20,CUST00777,0,48,electronics,3,50,150
778,2023-11-18,CUST00778,1,47,beauty,4,25,100
779,2023-05-05,CUST00779,1,56,electronics,2,500,1000
780,2023-02-22,CUST00780,0,52,electronics,2,25,50
781,2023-12-23,CUST00781,0,35,beauty,1,500,500
782,2023-06-04,CUST00782,0,59,clothing,3,300,900
783,2023-12-17,CUST00783,1,56,clothing,1,300,300
784,2023-11-04,CUST00784,1,34,electronics,1,500,500
785,2023-03-03,CUST00785,1,31,beauty,4,50,200
786,2023-10-17,CUST00786,0,48,clothing,4,25,100
787,2023-01-22,CUST00787,0,41,electronics,1,25,25
788,2023-06-27,CUST00788,1,52,beauty,3,300,900
789,2023-09-30,CUST00789,1,61,clothing,4,500,2000
790,2023-08-08,CUST00790,0,62,clothing,1,25,25
791,2023-12-05,CUST00791,1,51,beauty,1,25,25
792,2023-07-09,CUST00792,1,20,beauty,1,50,50
793,2023-02-05,CUST00793,0,54,beauty,1,30,30
794,2023-09-17,CUST00794,1,60,beauty,1,300,300
795,2023-11-28,CUST00795,0,57,electronics,1,300,300
796,2023-06-24,CUST00796,0,43,beauty,4,30,120
797,2023-01-07,CUST00797,0,40,clothing,3,25,75
798,2023-08-04,CUST00798,0,61,clothing,1,50,50
799,2023-09-08,CUST00799,0,56,electronics,2,50,100
800,2023-02-24,CUST00800,0,32,clothing,4,300,1200
801,2023-08-10,CUST00801,0,21,clothing,4,50,200
802,2023-07-05,CUST00802,1,46,beauty,1,30,30
803,2023-11-22,CUST00803,0,39,clothing,4,25,100
804,2023-08-24,CUST00804,0,42,electronics,1,30,30
805,2023-12-29,CUST00805,1,30,beauty,3,500,1500
806,2023-03-20,CUST00806,1,35,beauty,3,300,900
807,2023-08-11,CUST00807,1,50,electronics,4,50,200
808,2023-04-01,CUST00808,0,33,beauty,4,500,2000
809,2023-09-25,CUST00809,1,62,beauty,2,50,100
810,2023-11-30,CUST00810,0,59,electronics,4,25,100
811,2023-05-19,CUST00811,0,61,beauty,2,25,50
812,2023-11-12,CUST00812,0,19,electronics,3,25,75
813,2023-10-03,CUST00813,0,52,electronics,3,50,150
814,2023-09-05,CUST00814,1,59,clothing,1,500,500
815,2023-08-27,CUST00815,1,51,clothing,3,25,75
816,2023-08-12,CUST00816,0,47,beauty,2,500,1000
817,2023-10-31,CUST00817,0,30,beauty,4,50,200
818,2023-05-18,CUST00818,0,30,electronics,1,500,500
819,2023-06-15,CUST00819,1,35,beauty,2,50,100
820,2023-05-06,CUST00820,0,49,electronics,4,50,200
821,2023-02-14,CUST00821,0,49,electronics,1,300,300
822,2023-05-23,CUST00822,1,52,beauty,3,50,150
823,2023-08-19,CUST00823,1,56,electronics,2,50,100
824,2023-05-05,CUST00824,0,63,clothing,4,30,120
825,2023-08-26,CUST00825,1,46,beauty,1,25,25
826,2023-10-19,CUST00826,1,46,clothing,1,300,300
827,2023-11-09,CUST00827,0,61,beauty,3,300,900
828,2023-12-09,CUST00828,1,33,electronics,4,300,1200
829,2023-07-14,CUST00829,0,61,beauty,3,30,90
830,2023-06-22,CUST00830,1,64,clothing,3,50,150
831,2023-01-15,CUST00831,0,27,electronics,4,25,100
832,2023-09-11,CUST00832,0,47,beauty,4,500,2000
833,2023-06-16,CUST00833,0,42,beauty,4,50,200
834,2023-04-04,CUST00834,1,56,beauty,2,30,60
835,2023-09-07,CUST00835,0,37,clothing,4,50,200
836,2023-04-19,CUST00836,1,22,clothing,1,50,50
837,2023-07-01,CUST00837,0,18,beauty,3,30,90
838,2023-05-13,CUST00838,0,47,electronics,2,300,600
839,2023-06-24,CUST00839,1,20,electronics,4,300,1200
840,2023-05-24,CUST00840,0,62,clothing,2,25,50
841,2023-11-02,CUST00841,0,31,electronics,4,25,100
842,2023-12-26,CUST00842,1,47,clothing,2,300,600
843,2023-05-22,CUST00843,0,21,beauty,3,500,1500
844,2023-10-12,CUST00844,0,35,clothing,3,50,150
845,2023-01-06,CUST00845,0,54,clothing,1,500,500
846,2023-09-22,CUST00846,0,42,beauty,1,50,50
847,2023-04-08,CUST00847,1,18,electronics,4,300,1200
848,2023-02-13,CUST00848,1,63,clothing,3,25,75
849,2023-05-04,CUST00849,0,32,clothing,2,25,50
850,2023-07-28,CUST00850,1,26,beauty,2,500,1000
851,2023-09-08,CUST00851,0,32,electronics,2,25,50
852,2023-10-12,CUST00852,1,41,clothing,1,300,300
853,2023-05-04,CUST00853,0,21,beauty,2,500,1000
854,2023-12-20,CUST00854,0,29,clothing,1,50,50
855,2023-09-01,CUST00855,0,54,beauty,1,25,25
856,2023-11-27,CUST00856,0,54,electronics,4,30,120
857,2023-12-31,CUST00857,0,60,electronics,2,25,50
858,2023-09-09,CUST00858,0,23,electronics,2,50,100
859,2023-08-18,CUST00859,1,56,electronics,3,500,1500
860,2023-01-09,CUST00860,0,63,clothing,4,50,200
861,2023-02-17,CUST00861,1,41,clothing,3,30,90
862,2023-05-31,CUST00862,0,28,electronics,4,300,1200
863,2023-04-24,CUST00863,1,30,electronics,2,25,50
864,2023-07-27,CUST00864,1,51,electronics,1,500,500
865,2023-12-21,CUST00865,1,42,clothing,1,300,300
866,2023-05-05,CUST00866,0,24,electronics,1,50,50
867,2023-06-06,CUST00867,0,21,electronics,1,500,500
868,2023-12-06,CUST00868,1,25,electronics,1,300,300
869,2023-10-25,CUST00869,0,37,beauty,3,500,1500
870,2023-07-08,CUST00870,1,46,electronics,4,30,120
871,2023-08-31,CUST00871,0,62,beauty,2,30,60
872,2023-10-11,CUST00872,1,63,beauty,3,25,75
873,2023-09-29,CUST00873,1,27,electronics,4,25,100
874,2023-06-26,CUST00874,0,60,beauty,1,30,30
875,2023-08-06,CUST00875,1,51,electronics,4,500,2000
876,2023-10-09,CUST00876,0,43,clothing,4,30,120
877,2023-06-19,CUST00877,1,58,clothing,1,25,25
878,2023-06-30,CUST00878,1,20,clothing,1,30,30
879,2023-12-26,CUST00879,0,23,clothing,1,30,30
880,2023-08-21,CUST00880,0,22,beauty,2,500,1000
881,2023-05-19,CUST00881,0,22,electronics,1,300,300
882,2023-06-06,CUST00882,1,64,electronics,2,25,50
883,2023-05-09,CUST00883,0,40,electronics,1,500,500
884,2023-04-29,CUST00884,1,26,clothing,2,30,60
885,2023-03-03,CUST00885,1,52,clothing,4,30,120
886,2023-04-09,CUST00886,0,37,electronics,3,300,900
887,2023-06-11,CUST00887,0,59,clothing,4,25,100
888,2023-03-03,CUST00888,1,52,electronics,4,25,100
889,2023-10-02,CUST00889,1,35,electronics,1,50,50
890,2023-12-20,CUST00890,0,34,electronics,2,25,50
891,2023-04-05,CUST00891,0,41,electronics,3,300,900
892,2023-04-09,CUST00892,0,20,electronics,1,50,50
893,2023-04-21,CUST00893,0,49,electronics,1,50,50
894,2023-09-05,CUST00894,0,52,electronics,1,30,30
895,2023-05-22,CUST00895,1,55,clothing,4,30,120
896,2023-10-29,CUST00896,1,30,electronics,2,25,50
897,2023-09-26,CUST00897,1,64,electronics,2,50,100
898,2023-11-02,CUST00898,1,42,clothing,3,30,90
899,2023-05-25,CUST00899,0,26,clothing,2,300,600
900,2023-02-21,CUST00900,0,21,clothing,2,30,60
901,2023-04-10,CUST00901,0,31,electronics,1,30,30
902,2023-06-01,CUST00902,1,54,beauty,1,50,50
903,2023-04-27,CUST00903,1,51,beauty,4,50,200
904,2023-07-04,CUST00904,0,28,clothing,1,500,500
905,2023-04-02,CUST00905,0,58,beauty,1,300,300
906,2023-06-04,CUST00906,1,20,clothing,1,50,50
907,2023-01-08,CUST00907,1,45,electronics,1,25,25
908,2023-12-29,CUST00908,0,46,beauty,4,300,1200
909,2023-10-01,CUST00909,0,26,electronics,1,300,300
910,2023-03-06,CUST00910,1,20,beauty,3,50,150
911,2023-05-21,CUST00911,0,42,electronics,3,300,900
912,2023-01-24,CUST00912,0,51,beauty,3,50,150
913,2023-01-28,CUST00913,0,29,electronics,3,30,90
914,2023-10-11,CUST00914,1,59,electronics,1,500,500
915,2023-05-30,CUST00915,1,26,beauty,3,30,90
916,2023-12-24,CUST00916,1,32,electronics,1,50,50
917,2023-03-06,CUST00917,1,57,electronics,4,50,200
918,2023-11-23,CUST00918,1,42,electronics,3,30,90
919,2023-09-09,CUST00919,1,22,beauty,2,25,50
920,2023-02-22,CUST00920,1,28,beauty,3,25,75
921,2023-01-07,CUST00921,0,51,electronics,3,25,75
922,2023-10-21,CUST00922,0,41,electronics,1,50,50
923,2023-05-26,CUST00923,0,32,beauty,3,300,900
924,2023-08-29,CUST00924,0,55,beauty,2,50,100
925,2023-09-03,CUST00925,0,25,electronics,1,300,300
926,2023-08-14,CUST00926,0,22,electronics,1,30,30
927,2023-06-24,CUST00927,0,43,electronics,4,500,2000
928,2023-04-05,CUST00928,1,35,clothing,4,300,1200
929,2023-01-27,CUST00929,1,23,beauty,3,25,75
930,2023-05-10,CUST00930,0,54,clothing,4,50,200
931,2023-09-02,CUST00931,0,30,beauty,4,30,120
932,2023-02-28,CUST00932,1,45,beauty,4,25,100
933,2023-02-03,CUST00933,0,22,beauty,1,30,30
934,2023-07-25,CUST00934,0,30,beauty,1,500,500
935,2023-09-09,CUST00935,1,34,beauty,1,50,50
936,2023-02-07,CUST00936,0,57,beauty,4,50,200
937,2023-10-23,CUST00937,1,62,beauty,1,500,500
938,2023-11-19,CUST00938,0,49,clothing,4,50,200
939,2023-12-18,CUST00939,1,46,electronics,1,300,300
940,2023-01-28,CUST00940,1,20,electronics,1,30,30
941,2023-03-19,CUST00941,1,57,clothing,2,25,50
942,2023-03-18,CUST00942,0,51,clothing,3,500,1500
943,2023-10-16,CUST00943,1,57,clothing,4,300,1200
944,2023-06-05,CUST00944,0,44,clothing,2,25,50
945,2023-02-13,CUST00945,0,30,beauty,1,25,25
946,2023-05-08,CUST00946,0,62,electronics,4,500,2000
947,2023-03-02,CUST00947,0,50,beauty,1,300,300
948,2023-10-13,CUST00948,1,23,electronics,3,25,75
949,2023-08-02,CUST00949,1,41,electronics,2,25,50
950,2023-11-07,CUST00950,0,36,clothing,3,300,900
951,2023-11-02,CUST00951,0,33,beauty,2,50,100
952,2023-11-13,CUST00952,1,57,clothing,1,25,25
953,2023-04-26,CUST00953,0,45,beauty,3,30,90
